;content;design
2733;produs nou din 2017!!! bateria este descarcata complet, nu este stabil cand il incarci, nu are decat 3 teme, cureaua este marimea 22 daca ai mana mai groasa de-abia il poti inchide, pretul real este intre 50 si 60 lei. acum cei de la constanta(acolo este sediul firmei kids) s-au gandit:il dam cu 100 eur, apoi punem reducere si un cadou si prostii pun botul. noi tot castigam de doua ori. acum este cumparat il tin pentru copil sa se joace cu el la scoala in pauza.;0
2734;incarca telefonul o singura data.;0
2735;buna, am dat o tona de bani pe o tableta allview. cei de la allview nu fac upgrade-ul lor si deci ajungi sa instalezi pe ea doar google chrome. in rest nu merge nimic. nu aruncati banii la gunoi.;0
2736;am cumparat citind review. sunt pretentios. boxa nu merita mai mult de 100 ron. este badarana. mare pentru ce poate face, putere reala cam 5w. peste 70 % distorsioneaza. radio prinde prost, putine posturi. cablu usb alimentare care este si antena 30 cm. am cumparat unul de 1,8 m. mai bine dar tot slab. vine cu cablu auxiliar. puterea prin cablu cam 50% fata de bleutut. vocea care anunta m functionare tare indiferent de volum, deranjant, nu ramane in memorie dupa oprire nimic. nu are semnalizare pe fata. bass lipsa total. usb merge bine, cu lipsurile descrise. adevarul nu merita 185 ron. ca o comparatie cu myria -my 2404 este cu 2 clase sub ea care a costat 130 ron la oferta. nemultumit!;0
2737;in primul rand am primit altceva, un ceas care seamana perfect cu cel din poza, doar ca nu are g-senzor, sa nu mai vorbim de monitorizare ritm cardiac. numaratorul de pasi este de asemenea o porcarie, iti numara pasii cand misti mana. l-am cumparat in special pentru asa zisa autonomie din descriere si pentru g-senzor, dar ce sa vezi teapa. de ieri pana azi i-a picat 50% din baterie si nu l-am folosit decat foarte putin. bluetooth-ul este de asemenea o porcarie, nu sta conectat aproape deloc.   sa ne intelegem, la 65 lei eu zic ca e ok, dar eu am crezut ca iau ce-i in descriere la banii astia, deci teapa! imi pare rau dar trebuie s-o spun:  rusine microzece!;0
2738;produsul a functionat corespunzator cam o saptamana, dupa care problemele au inceput sa apara rand pe rand:     1. plasticul s-a crapat in doua locuri   2. casca stanga a inceput sa se auda mai incet decat cea dreapta   3. butonul de volum “-“(minus) nefunctional: la o singura apasare volumul scade instant pana la 0, iar butonul “+”(plus) nu functioneaza.  4. la laptop se conecteaza din a 5-a sau a 6-a incercare  5. iar mai nou nici in telefon nu mai sta fixa mufa jack (se aude intrerupt)    sunt un om realist si va asigur ca nu am avut asteptari mari de la aceasta pereche de casti contrafacute, insa e absolut absurd ca in nici 30 de zile de la cumparare acestui produs, sa inglobeze atat de multe probleme tehnice.     spre exemplu am avut o pereche de casti achizitionate din sua cu 10$ si pot sa spun ca problemele tehnice s-au adunat usor in timp in decurs a 4-5 ani de zile, nu 30 de zile ca si in cazul de fata.     asta cred ca mi-a fost ultima lectie de fake-areli din china.;0
2739;detin acest smartwatch de o luna si deja i sa luat vopseaua, iar intr-o zi pur si simplu s-a stricat.;0
2740;se comporta bine in timp;0
2741;nu l-am cumparat de pe emag.  foarte prost gps-ul.  la alergare de 5 km pe stadion m-a aruncat de mai mai multe ori in afara stadionului sau in partea cealalta a stadionului.  nu recomand pt activitati cre folosesc gps-ul.;0
2742;boxa este foarte usoara se aude extrem de prost plastic foarte ieftin   un produs de calitate proasta;0
2743;foarte slaba, imi incarca telefonul cu 2350mah de 1,5 ori. nu recomand;0
2744;cost foarte mare pentru un card class 2. puteti altge oricare alt card class 4 si iesiti si mai ieftin.  contra:: 3mb/s la scriere fata de un card samsung class 2 care are 8mb/s.;0
2745;frumoasa, dar slaba calitativ! m-am ales cu o crapatura de la jumatatea foliei spre centru in jos la 2 zile, fara a scapa/lovi telefonul nici macar un pic!;2
2746;castile au o baterie care tine mult, la utilizare serioasa si pentru multe ore, tine foarte mult.     dar basul prea puternic distorsioneaza sunetul, devine infundat. la apeluri, microfonul nu merge bine: eu nu aud bine persoana cu care vorbesc din cauza basului mult prea puternic iar persoana cu care vorbesc ma aude la fel de infundat.     am testat castile si cu muzica de pe youtube, si cu muzica de pe cd-uri, si muzica piratata, si muzica cumparata online de pe itunes, deci si sunet de calitate maxima, si minima. dar la final este acelasi rezultat: sunet infundat din cauza basului (chiar si cu setari de bass reducer);0
2747;alb-ul nu functioneaza iar boxa scoate un bazait destul de puternic si enervant in timpul redarii melodiilor. telecomanda functioneaza cand vrea ea.;0
2748;nu isi merita banii. probleme cu conectarea din 4 telefoane se conecteaza doar la 2.;0
2749;suportul software nu mai exista!!!;0
2750;daca ai urechi de elefant, le recomand;0
2751;l-am incercat pe un ipad2. - nu merge. l-am incercat pe un samsung i8910 (omnia-hd, to capacitiv) - nu merge. pacat. poate merge doar pe iphone4? nu cred. oricum e prea scurt, trebie sa apesi serios, ceea ce pe un ecran capacitiv nu are sens. am luat un hama arginitiu drept tot cu bulina de cauciu in varf - merge genial.  pro:: * ieftin  contra:: * nu e bun pt capacitive * forta de apasare prea mare * foarte scurt * guma din varf e dura, nu moale cum ar trebui;1
2752;buna ziua, am comandat si eu unul dar nu a mers pe mod silentios, am facut retur si am primit si pe al 2 ceas si tot aceasi problema a avut. adica nu sunt bune.;0
2753;calitate slaba;0
2754;nu recomand merge ft greu l-am returnat;0
2755;produsul nu este bun de nimic;0
2756;sunet de radio cu ceas, fara bass. am dat-o retur.;0
2757;dupa 5 zile am ramas cu 27 gb din 64gb. mai rau este ca am pierdut date si poze din telefon. [samsung a6+ abia achizitionat }.  concluzie? mai ne uitam totusi si la brand.   returnat.;0
2758;am bateria de 2 saptamani si se comporta ca cea veche de 3 ani.  se descarca practic singura, cu telefonul inchis sau chiar scoasa din telefon.  ambalajul nu avea nimic in comun cu firma samsung fiind intr-o cutiuta nesigilata de carton mult prea mare pentru baterie, cu inscrisuri in chineza dar fara nici o emblema samsung.  un produs contrafacut de calitate foarte slaba.  nu recomand sa repetati greseala mea.;0
2759;nu recomand   se blocheaza din senin   se opreste singur nu mai porneste;0
2760;am primit azi boxa, si se aude un barait constant indiferent de sursa. se aude chiar foarte tare ca un radio vechi... deja cred ca o returnez.;0
2761;azi le-am returnat. se conecteaza la telefon(samsung).. dar nu reda( de ex muzica youtube ) zero... muzica se intrerupe...si la un moment dat se si deconecteaza. nu recomand!!!!;0
2762;nu este buna de nimic. cand o pui pe tableta raman pete si nu dispar deloc si dupa 3-4 zile cade de pe ecran singura;0
2763;nu mere absolut nimic pe el;0
2764;s-au stricat in mai putin de o luna;0
2765;nu recomand... am primit ceasul.. bateria tine doar 1 zi jumate maxim.... si persoana de la capatul firului nu se aude clar... ceasul avand mereu un bazait enervant.;0
2766;imi pare rau sa spun asta, insa nu recomand acest produs. dupa cateva saptamani devine inutilizabil.;0
2767;materiale slabe, carcasa si butoanele se desprind, cureaua e rigida si se rupe usor.;1
2768;nu se potriveste la kindle oasis...    bani dati degeaba:(;0
2769;dupa 2 saptamani incarca doar cand are el chef. am fost la emag sa il returnez dar nu se poate. e de la o firma partenera (urban trends trade) si trebuie sa sun la ei. de 2 zile tot sun si nu raspunde nimeni. nu recomand. cel mai prost incarcator ever!;0
2770;cea mai proasta folie... telefonul meu nu a suferit nici o lovitura si totusi folia se ciobeste pe margini pe zi ce trece..;0
2771;pro:   - poti asculta muzica la ea, sau tot se faci pe telefon. se comporta ca o boxa portabila cu bluetooth.  - se aude bine, nu foarte bine.  contra:  - cel mai important lucru e ca butonul de raspuns la apel se actioneza foarte greu, cand apesi pe el iti intra casca in ureche.   - se incarca destul de greu, iar in modul audio (cand asculti muzica, etc.), baterie tine cateva ore.  - cand e pusa la incarcat se deschide automat si nu poate fi inchisa, trebuie inchis bluetootul de la telefon, nu stiu la ce foloseste acest mod, e o aberatie.  - nu are clema de fixare pe ureche, poate cadea usor.  cea mai slaba casca bluetooth, nu face nici 10 lei.;0
2772;dezamagitor... pe langa faptul ca nu mi-au trimis in pachet si cablul de date doar sarmulita de la el:))... nu tine incarcat nici o zi fara sa il butonezi...;0
2773;produsul este uns fals! descrierea induce in eroare. scrisul de pe incarcator este identic cu cel de pe incarcatorul original, dar mult mai sters. imbinarile incarcatorului sunt mult mai grosolane ca si la cel original. dupa 2 saptamani de la utilizare a inceput s aincarce mult mai incet telefoanele. la iphone 6 nici nu mai incarca. da eroare ca nu este suportat inarcatorul. la iphone 5 mai functioneaza, dar foarte incet. sunt dezamagit...;0
2774;"am achizitionat aceasta tableta, resigilata, fiind la un pret redus de doar 300 lei. pot spune ca porneste foarte greu, androidul este foarte ""greoi"". in situatia mea pot spune ca a ramas blocata cu sigla allview pe ecran dupa numai cateva zeci de minute de utilizare. am apucat sa testez functia de apelare, care are un delay extrem de mare >10sec. am dat-o retur in aceeasi zi.  servicii emag de top!";0
2775;cea mai proasta casca!!!!!! telefonul in buzunarul drept de la pantaloni, casca in urechea stanga si se aude cu intreruprere. am returnat casca dupa fix 5 minute. nici macar o stea nu merita.;0
2776;s-a stricat dupa o zi.;0
2777;foarte slaba.. e total opusul ce scrie in descriere..;0
2778;"abia ce l-am primit si la prima vedere am avut impresia ca este de slaba calitate, nu corespunde nici cu pozele si nici cu descrierea din pagina; acelasi tip, doar culoare diferita am cumparat pentru fiul meu cu 60 de lei... nu recomand, sau cel putin nu cum este descris si propus pe site";0
2779;regret ca nu am luat-o noua, nici nu se inchide bine peste display, nu recomand...;0
2780;bateria tine maxim 12 ore  nu are meniu in limba romana ceea ce este specificat atat la specificatii cat si pe instructiuni!  gps/lbn are o marja de eroare foarte mare  jocul nu functioneaza!   retur.;0
2781;am cumparat aceste casti in speranta de a scapa de firele enervante ale castilor clasice. castile sunt mult prea mari si incomfortabile se aud foarte prost plus ca nu se aud simultan. va recomand castile clasice cu fir.;0
2782;"au foarte putin bass, dar se aud infundat rau, nu imi plac, spre deosebire de alte casti de la aceasta firma ""a+"" care am avut 2 bucati din acel model, se auzeau clar, si cu bass, erau foarte bune acelea, mai am si un sistem 2. 1 de la ""a+""care e foarte bun, dar aceste casti m-au dezamagit.";0
2783;"suportul s-a desfacut din ventuza de fixare dupa nici 2 luni; a cazut pur si simplu. urmeaza sa incerc sa duc produsul inapoi in garantie, sa vad daca se mai poate face ceva. per total, nu recomand; pentru cativa zeci de lei in plus se poate cumpara un suport samsung.";1
2784;produs prost, deabea se aude.;0
2785;ordinarie, dupa prima utilizare s-a rupt.;1
2786;nu recomand. s-au rupt clemele ce tin cureaua. foarte slaba constructia in sine. ( apa a patruns in el in primele zile, doar ca m-am spalat pe maini, nicidecum dus sau inot).;1
2787;am cumparat acest produs acum doua zile. livrarea, ambalajul, calitatea este ok. dupa prima incercare s-a rupt, nici nu am fortat. foarte naspa!! o sa trimit inapoi!!!;0
2788;mufa lightning nu intra corect in conector.   accesoriul nu este suportat de iphone;0
2789;doar reclama... nu functioneaza in toate retelele... exemplu digi, cat despre functiile specificate...;0
2790;baterie de cea mai proasta calitate, dupa aproximativ 5 luni de utilizare, pe langa faptul ca e muuult mai slaba decat cea inlocuita, s-a umflat si mi-a dezlipit display-ul telefonului de carcasa. nu reusesc sa ii fac retur. nu recomand acest produs!;0
2791;un produs care din punctul meu de vedere nu merita nici macar sa iti pui intrebarea daca sa il cumperi sau nu. daca totusi din greseala ai cumparat acest produs fa tot posibilul si returneaza-l in cele 30 de zile cat poti face asta. altfel e ca si cum ai arunca banii pe geam.   minus: bateria este foarte proasta, ceasul fara sa il folosesti abia tine incarcat de dimineata pana seara... mai exact dupa masa. locatia pe care o da este inexacta datorita triangularii semnalului. deci nu vei sti decat aproximativ pe unde se afla copilul care il poarta la mana. difuzorul ceasului este foarte slab calitativ in sensul ca se aude incet si daca te afli pe strada ai mari sanse sa nu auzi nimic din ce vorbesti...   plus: frumos colorat, arata ora foarte bine, ca jucarie ptr copil este destul de dragut la mana.    am dat banii pe el... au trecut cele 30 de zile si nu l-am returnat si acum regret ca nu am facut asta. daca mi s-ar oferi banii inapoi pe el l-as da inapoi fara sa clipesc.   ps: acum este la reparat....;2
2792;o prostie. dupa o utilizare de 10 minute incepe sa se duca display-ul... se vede din ce in ce mai intunecat chiar daca am dat luminozitatea la maxim. scris-ul nici nu se mai vede pe ecran. nu recomand;0
2793;nu este pentru sony xperia xa1. are dimensiuni mai mici decat ecranul telefonului.;0
2794;am achizitionat unul la promotie, sub 300 de lei. dupa doua zile, retur. la pretul asta de >400 trebuie sa ai o problema sa il achizitionezi.  dim toata descrierea produsului te astepti la ceva..... ceva.... sa faca ceva care sa il recomande ca smartwatch. apai numai smart nu e. poti sa vezi cat ii ceasu'.... asta daca nu ai prea mari pretentii, gen ca intarzie. poti prelua apeluri, asta insemnand ca vei vorbi la ceas, care se comporta de fapt ca un handsfree. si asta e functia pe care o indeplineste cel mai bine.  mesaje nu vei putea citi pe asta niciodata. te avertizeaza ca ai primit mesaj, dar de citit.... doar pe telefon.   camera nu o poti activa nici pe ios nici pe android. da niste rateuri grozave si cand incerci s-o activezi de fapt butonezi aiurea prin telefon si zapacesti volumul.  functia antipierdere.... functioneaza si nu prea. la unul din trei telefoane am reusit s-o vad in actiune. cu aplicatia din playstore pe un oneplus.  singurul plus manosele sunt fosforescente. daca asta incalzeste pe cineva.  per total o mare dezamagire. si din punctul meu de vedere nu merita nici un leu.;0
